Rank|ChatMessage
Bronze|report the mid my bro
Gold|garbo you game diff bro team
Bronze|are good play bro wp mid
Gold|clutch team game nice you good
Silver|report diff bro game stop you afk
Gold|clean save team mid bro
Platinum|bro my you afk
Gold|garbage are play
Gold|are you nice save mid
Bronze|the stop are play garbage ez
Platinum|thrower play team
Silver|team uninstall mid quit bot play are
Diamond|team ez my useless quit
Grandmaster|bot report bro stop game suck
Silver|the garbage are team my
Grandmaster|mid afk useless game thrower
Diamond|noob you team bro
Silver|mb bro good wp play you
Platinum|game suck stop bro garbo mid
Silver|my mid bro uninstall trash noob
Platinum|are uninstall game team noob useless
Gold|nice my game play gg the
Grandmaster|noob team stop ez bro
Silver|mid the you good stop clutch
Gold|thrower afk my garbage game
Gold|game mid bro team garbage
Gold|afk bot are bro
Silver|glhf play mid my mb
Silver|are stop uninstall quit afk
Silver|stop you report
Silver|mid team bro clean are
Grandmaster|game diff my you
Gold|noob stop diff mid bro
Platinum|you afk the ez are my useless
Silver|good you gg clean play are
Platinum|good clean wp bro mid
Gold|my bro play noob trash ez game
Silver|are thrower you afk
Gold|stop my the glhf play
Gold|play mid garbo bro
Platinum|team bro wp are
Diamond|trash play are bot
Gold|you are nice clutch mid stop good
Gold|you gg are team stop good
Celestial|clutch you gg game
Gold|clean are mid clutch team
Silver|stop quit my ez are
Bronze|diff thrower bro mid
Bronze|wp bro stop glhf
Bronze|mid my mb wp
Platinum|bro afk my you the noob
Platinum|clean nice my stop
Gold|my nice stop
Gold|the gg save my bro game
Silver|suck stop bro
Gold|wp mb bro the good
Silver|game clean play wp clutch
Gold|play my garbage useless
Gold|game you noob the
Bronze|play report bro my quit you
Gold|team save bro
Gold|mid save are
Gold|thrower you afk stop game noob
Silver|garbo team bro garbage you stop
Gold|noob afk you uninstall my mid
Diamond|my suck the team
Platinum|are the bot game bro afk
Platinum|gg glhf mid team
Bronze|my you stop diff the suck ez
Grandmaster|play stop you garbage
Bronze|useless team mid are ez report play
Bronze|bro afk you
Platinum|mid clutch nice are
Silver|are clutch glhf play
Bronze|you bot bro afk stop play
Gold|mb play the glhf
Bronze|bro you nice glhf
Gold|the bro mid afk my
Platinum|play good bro you clean glhf
Silver|good clutch game are you clean
Gold|team wp are my mb
Platinum|gg team bro good game mb
Silver|team my trash play useless stop
Gold|the report team uninstall game
Bronze|suck are you team
Grandmaster|suck report quit my bro game
Gold|bro stop save wp
Gold|are gg game the clean my good
Silver|team trash stop
Platinum|mid wp mb the gg
Silver|glhf gg my play good
Bronze|garbo garbage stop my
Gold|gg the are
Platinum|mid my thrower
Platinum|play clean you stop save
Bronze|uninstall garbage useless game mid my
Silver|useless team game my
Gold|team clutch you nice save
Diamond|glhf my stop game clutch play
Silver|bot game are stop quit
Platinum|good bro stop clutch save
Gold|diff you play ez bro
Platinum|mid garbage stop my the
Gold|you trash mid play uninstall
Silver|mb you my clutch play glhf game
Platinum|my the bro play wp clean
Silver|my bot suck garbo are
Silver|bro my team trash garbage thrower play
Gold|clean good game the
Gold|stop the trash play mid
Gold|game my bro you uninstall noob quit
Platinum|my mid clutch good save
Diamond|team afk stop
Bronze|are glhf mb nice you game
Gold|bro diff trash garbo mid
Bronze|are play suck you
Bronze|you my ez bro
Gold|play garbo stop
Gold|mid clean are
Gold|game my suck are bro
Silver|clutch the mb team game
Diamond|stop are the trash play
Diamond|are play trash diff suck
Diamond|garbo uninstall diff my bro
Silver|you bot thrower bro
Gold|suck my uninstall team
Gold|my the mb stop bro
Gold|team the save you are
Gold|wp the mb game you
Grandmaster|bro trash play are noob useless
Gold|mb good game my nice stop
Gold|thrower team you mid are quit
Silver|useless play stop diff are you
Gold|bro team trash diff uninstall mid
Silver|game mid mb
Grandmaster|garbage team ez thrower you
Grandmaster|game glhf mid
Gold|play save are mb my nice
Silver|useless are team ez
Gold|garbage the uninstall team
Silver|noob trash my you garbage
Diamond|useless are bot bro garbo
Silver|trash bro garbo the uninstall game play
Gold|clutch good bro play
Silver|good wp stop play
Diamond|bot my are play the thrower
Platinum|team mid are suck report game diff
Silver|the my gg you good are mb
Platinum|glhf are you
Silver|noob game stop mid diff you
Platinum|save you clutch bro stop play wp
Gold|mid the team ez play
Platinum|glhf my gg game stop save play
Diamond|team the diff useless noob stop
Bronze|useless the diff report mid
Bronze|you bro mb clutch good are game
Gold|you gg mid
Gold|play bro stop are save gg good
Gold|stop my suck trash
Silver|mid you play stop suck
Bronze|bro play the ez noob trash you
Silver|the game clean
Celestial|suck trash team bro the
Diamond|my report game
Bronze|clean bro you team
Silver|mid team mb bro are
Gold|you team wp glhf
Gold|game are save
Gold|are game uninstall you my
Silver|the diff stop mid my
Gold|nice are stop game glhf clean
Gold|team you clutch
Gold|trash my suck useless stop
Platinum|good are clean team nice
Bronze|the are trash
Silver|stop uninstall you
Gold|team glhf game
Silver|noob suck are play my game
Gold|stop bro glhf you game clutch
Gold|clean mb glhf my mid
Diamond|useless stop bro the
Bronze|mid garbo noob the you
Silver|bro good clutch team are play
Bronze|the diff garbage game play
Silver|the team diff bro
Gold|bro noob useless my play the suck
Bronze|useless quit trash my mid stop
Gold|bot are the afk ez play my
Platinum|mid good nice game my
Gold|team the mb you
Bronze|the diff game report mid noob my
Bronze|nice glhf clutch are team play
Diamond|report game stop useless
Gold|afk stop bro suck are diff
Diamond|game report quit stop
Gold|good are play my nice glhf
Gold|are report play
Bronze|play stop team save gg
Gold|save game bro clutch the wp
Silver|noob mid garbo game team
Silver|bot diff team afk game play
Bronze|you the uninstall stop bot
Gold|are trash my diff mid
Diamond|my stop team game noob report bot
Bronze|report mid diff suck stop
Diamond|play stop bro report the uninstall
Gold|thrower the mid team
Silver|you ez quit mid
Gold|are suck mid play you
Platinum|game bro stop save
Platinum|clutch bro team clean mb
Silver|my game uninstall the garbo play garbage
Silver|stop diff you uninstall my team noob
Diamond|are afk stop game
Bronze|report play diff quit game
Platinum|gg you play nice my
Silver|team stop quit you bro
Gold|diff bro game
Bronze|trash noob team quit the
Platinum|trash are bro game
Silver|diff garbage play bro mid bot you
Gold|report suck game are stop trash
Platinum|stop good bro
Platinum|bro you the glhf
Diamond|team noob stop thrower afk mid
Silver|ez the stop are quit
Gold|my the bot bro play
Silver|my diff game thrower
Gold|stop you are mb
Bronze|trash my play
Gold|bro stop diff play you
Bronze|ez play trash mid
Silver|you useless team quit mid afk play
Gold|good clean bro my
Bronze|are quit stop
Silver|play bro bot game
Gold|garbo you stop team are report
Silver|play mid good are clutch the save
Silver|nice mid save mb the
Platinum|nice are mb stop game gg
Platinum|play my wp you game
Gold|bro my glhf
Silver|quit bro mid are
Platinum|clutch my are the
Gold|suck are my the uninstall trash play
Gold|you bro nice game the
Platinum|game the play bro ez
Gold|play wp the nice stop game gg
Grandmaster|play glhf you my good stop
Platinum|bot mid my
Platinum|team clutch bro mb are stop
Platinum|uninstall afk stop you
Gold|team game good nice glhf play
Bronze|you play save
Gold|trash garbo team you are
Platinum|my useless play bro ez you
Grandmaster|you suck noob trash my
Bronze|are game play quit the
Bronze|play the afk mid trash
Gold|you bro nice mid are
Gold|game my afk play report trash
Gold|bot the useless bro you are quit
Gold|my useless play the
Gold|save nice gg bro the stop game
Bronze|mid play garbage stop ez noob team
Silver|bro game noob useless
Gold|are stop trash the team
Silver|mid the bot play useless game
Gold|clean save play nice bro
Diamond|bro noob suck stop are
Bronze|trash suck team stop bro are
Silver|diff bro team garbage the ez
Diamond|my thrower mid stop
Platinum|game my mid wp the
Bronze|mid the my afk bro
Platinum|bot ez mid the team quit are
Bronze|you uninstall garbo play are mid
Gold|are bro garbo uninstall you noob
Platinum|team clean mb the you
Diamond|my game quit
Silver|my are garbo quit you stop
Silver|diff uninstall mid you noob are
Silver|team trash the bot
Gold|the thrower are diff bro
Gold|garbo bro trash stop garbage
Gold|my are trash
Diamond|mid clutch team good
Gold|quit trash diff game mid
Platinum|are nice my mid stop clean
Bronze|bot are suck the garbage
Diamond|game nice clean stop
Gold|bot suck you are
Bronze|the bro play team uninstall
Gold|my garbage the stop mid
Bronze|play suck are team
Silver|the clean play glhf clutch
Platinum|my save you wp
Silver|you the thrower
Gold|the are bro garbo mid
Gold|mid are thrower report you
Platinum|wp bro clean are good
Platinum|report stop garbage uninstall you are
Gold|bro garbo quit afk mid
Platinum|wp you gg my glhf the
Diamond|ez team stop the my
Silver|play garbage my
Bronze|thrower you team mid
Gold|mb game stop
Platinum|trash game my ez
Silver|stop quit play garbage report
Silver|wp my mid nice game
Bronze|are garbo game you bot bro
Diamond|garbo the suck afk my bro
Silver|good bro the game
Silver|the game you useless ez
Grandmaster|the stop my game quit report
Silver|the team clutch bro are
Diamond|nice you mb stop play clutch
Silver|game bot my the garbage play uninstall
Silver|the game uninstall my mid diff suck
Gold|good play bro glhf mb
Bronze|ez bro mid
Gold|team mid the my trash
Bronze|stop the bro uninstall
Gold|mid suck are the thrower
Silver|uninstall game team mid
Grandmaster|the trash play afk useless
Platinum|mid useless play the
Platinum|play are my game diff report
Gold|suck stop bro team ez
Gold|diff you quit stop game the garbo
Silver|team my are game thrower
Gold|garbage thrower noob stop my
Silver|play team nice mid game
Platinum|useless quit you stop bot
Silver|my quit are play mid suck bot
Silver|team good mid
Platinum|nice mb bro my game you
Gold|my suck the game afk you
Diamond|my garbage are
Bronze|my you noob
Platinum|save mid bro clutch gg game
Platinum|you stop clean good
Silver|noob team suck play my uninstall stop
Platinum|team bro my save play
Silver|you stop my clean mid glhf
Gold|the wp team
Grandmaster|team my garbo
Silver|bro my useless quit
Platinum|my the good
Gold|clean the game my team mb
Gold|mid are ez the my
Silver|you afk trash game diff
Gold|you wp game glhf play
Silver|you stop gg play the
Gold|noob my garbo you afk
Bronze|team my suck mid
Silver|garbo bot my are
Gold|play afk noob game
Gold|team useless diff the bro afk
Gold|save bro clean you game
Gold|mid garbage team useless the
Platinum|garbage garbo mid my game
Bronze|save the mb play my stop good
Platinum|the are clean wp
Diamond|clean you the mb nice
Silver|bro mid ez the
Gold|good you team save my
Platinum|my quit the stop bro
Gold|play uninstall the
Gold|nice my stop the wp clutch
Platinum|mb the wp are
Diamond|suck you my play ez garbo
Silver|mb nice save are game bro
Gold|garbo bot game bro
Platinum|team uninstall you play
Silver|nice my game clutch mid
Platinum|game team mid good nice wp my
Gold|game good play my
Gold|afk bot mid my are useless
Celestial|the are garbo you useless team report
Grandmaster|game are bro team garbo
Silver|game glhf clean mb stop
Bronze|team afk garbage are bro the
Bronze|play stop my are nice save
Silver|stop save mb nice mid are
Silver|quit are diff you the uninstall
Grandmaster|mid bro team garbo uninstall
Bronze|mb team you
Bronze|you uninstall garbage bro
Platinum|the good game mid team
Gold|ez mid quit are you uninstall
Platinum|play bro mb stop
Platinum|mid bro you stop glhf
Silver|clean are the good
Bronze|mid wp the you my mb
Platinum|stop trash the thrower are
Bronze|bro you report mid play ez
Gold|are the you suck
Silver|you team bro report uninstall
Bronze|my game ez thrower
Gold|bot diff game team the
Silver|save my the good game clutch
Gold|trash mid bot you my garbage
Gold|you gg team are
Celestial|are you garbage diff
Silver|play glhf gg mid nice team
Silver|noob mid bro quit the
Gold|stop you bro thrower
Silver|suck my stop useless
Bronze|the afk thrower stop
Silver|bro mid stop noob garbo thrower
Platinum|good stop play my mb save
Silver|play my useless ez suck mid
Bronze|garbo bro team stop uninstall useless play
Silver|play mid thrower team stop
Bronze|mid stop wp
Silver|afk play game bro uninstall mid
Gold|ez you game play
Bronze|you glhf wp stop bro nice
Gold|mb game mid bro
Diamond|uninstall game are mid useless team
Platinum|diff my play ez
Gold|suck diff ez my mid bro
Bronze|thrower the mid bro
Silver|stop game noob team
Silver|mb are good you
Bronze|garbo trash bro the team
Gold|afk mid are
Bronze|play you are mid noob
Silver|report play are mid
Diamond|game are quit bot
Silver|mid nice glhf game
Silver|save glhf game bro mid
Diamond|stop mid are bro trash
Platinum|you glhf are game
Bronze|team bot my
Bronze|report noob mid my
Gold|my the bro uninstall bot trash team
Diamond|noob mid garbo stop the
Gold|mid save good mb you
Bronze|team bot thrower my you mid
